"lid","name","lat","lon","wfo","rfc","wrr","state","minor","moderate","major","date_produced","obj_or_subj","interval"
"MDCU1","Muddy Creek (UT) near Emery","38.991056","111.253886","SLC","CBRFC","Upper Colorado Region","UT","<0.05","<0.05","<0.05","03/11/2015","obj","MAM"
"MDKK1","Ninnescah River near Murdock","37.561666","97.852778","ICT","ABRFC","Arkansas-White-Red Region","KS","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"MDLF1","North Fork Black Creek near Middleburg","30.113056","81.906667","JAX","SERFC","South Atlantic-Gulf Region","FL","0.0726","0.0508","< 0.05","12/14/2022","obj","DJF"
"MDNN8","Heart River near Mandan","46.833889","100.974167","BIS","MBRFC","Missouri Region","ND","0.06","<0.05","<0.05","1/24/2023","obj","JFM"
"MDVG1","Ogeechee River at Midville","32.814694","82.235000","CHS","SERFC","South Atlantic-Gulf Region","GA","0.7637","< 0.05","< 0.05","12/14/2022","obj","DJF"
"MDYM8","Muddy Creek at Vaughn","47.561267","111.541769","TFX","MBRFC","Missouri Region","MT","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"MEMT1","Mississippi River at Memphis","35.123056","90.077500","MEG","LMRFC","Lower Mississippi Region","TN","0.15","< 0.05","< 0.05","01/24/2023","obj","JFM"
"MENN8","Apple Creek (ND) near Menoken","46.794444","100.656944","BIS","MBRFC","Missouri Region","ND","0.24","0.17","<0.05","1/24/2023","obj","JFM"
"MERM1","Sandy River (ME) at Mercer","44.708056","69.937500","GYX","NERFC","New England Region","ME","< 0.05","< 0.05","< 0.05","01/23/2023","obj","JFM"
"MFDM1","Piscataquis River at Medford","45.260556","68.868611","CAR","NERFC","New England Region","ME","< 0.05","< 0.05","< 0.05","01/23/2023","obj","JFM"
"MFDO3","Bear Creek at Medford","42.324015","122.866706","MFR","NWRFC","Pacific Northwest Region","OR","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"MFDP1","Tioga River at Mansfield","41.796944","77.080556","CTP","MARFC","Mid Atlantic Region","PA","< 0.05","< 0.05","< 0.05","01/05/2023","obj","JFM"
"MFKA2","Koyukuk River near Wiseman","67.438333","150.075000","PAFG3","APRFC","Alaska Region","AK","-999","-999","-999","09/04/2014","obj","SON"
"MFPI1","Middle Fork Payette River at Crouch","44.108611","115.982222","BOI","NWRFC","Pacific Northwest Region","ID","< 0.05","-999.0","-999.0","01/27/2023","obj","JFM"
"MFTC1","Middle Fork Feather River near Portola","39.818889","120.445000","REV","CNRFC","California Region","CA","0.26","0.13","< 0.05","01/27/2023","obj","JFM"
"MGMA1","Alabama River at Montgomery","32.392222","86.315278","BMX","SERFC","South Atlantic-Gulf Region","AL","0.1004","< 0.05","< 0.05","12/14/2022","obj","DJF"
"MGMO2","Salt Fork of the Red River at Mangum","34.858394","99.508701","OUN","ABRFC","Arkansas-White-Red Region","OK","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"MGYA1","Tallapoosa River at Tallapoosa Water Plant","32.439722","86.195556","BMX","SERFC","South Atlantic-Gulf Region","AL","0.2277","0.0824","< 0.05","12/14/2022","obj","DJF"
"MHBC1","Cosumnes River at Michigan Bar","38.500186","121.045221","STO","CNRFC","California Region","CA","0.12","< 0.05","< 0.05","01/27/2023","obj","JFM"
"MHKK1","Kansas River at Manhattan","39.174722","96.554444","TOP","MBRFC","Missouri Region","KS","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"MHOM6","Mississippi River at Tunica Mhoon Landing","34.736390","90.448330","MEG","LMRFC","Lower Mississippi Region","MS","0.26","0.15","< 0.05","01/24/2023","obj","JFM"
"MHPP1","Susquehanna River at Meshoppen","41.607222","76.050556","BGM","MARFC","Mid Atlantic Region","PA","0.41","0.13","< 0.05","01/05/2023","obj","JFM"
"MHSA2","Tanana River at Manley Hot Springs","65.001389","150.625000","PAFG","APRFC","Alaska Region","AK","< 0.05","-999.0","-999.0","03/01/2020","obj","MAM"
"MHSN2","Marys River above Hot Springs Creek nr Deeth","41.252778","115.255556","LKN","CNRFC","Great Basin Region","NV","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"MIAM7","Missouri River at Miami","39.328333","93.224722","EAX","MBRFC","Missouri Region","MO","0.36","<0.05","<0.05","1/24/2023","obj","JFM"
"MICM8","Tongue River at Miles City","46.384594","105.845522","BYZ","MBRFC","Missouri Region","MT","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"MICN1","North Platte River near Mitchell","41.926840","103.813600","CYS","MBRFC","Missouri Region","NE","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"MIDM4","Tittabawassee River at Midland","43.595278","84.235556","DTX","NCRFC","Great Lakes Region","MI","0.08","0.07","< 0.05","01/27/2023","obj","JFM"
"MIDP1","at Middletown","40.200000","76.716667","CTP","MARFC","Mid Atlantic Region","PA","0.020","<0.05","<0.05","03/15/2013","obj","MAM"
"MIDS2","Bad River (SD) near Midland","44.067209","101.160862","UNR","MBRFC","Missouri Region","SD","0.15","0.05","<0.05","1/24/2023","obj","JFM"
"MIFI4","Little Sioux River near Milford","43.327778","95.201667","FSD","MBRFC","Missouri Region","IA","0.48","0.26","0.19","1/24/2023","obj","JFM"
"MILA1","Tallapoosa River at Milstead","32.448889","85.897500","BMX","SERFC","South Atlantic-Gulf Region","AL","0.0687","< 0.05","< 0.05","12/14/2022","obj","DJF"
"MILI2","Sugar Creek  (E-IL) at Milford","40.630000","87.723889","LOT","NCRFC","Upper Mississippi Region","IL","0.35","0.07","< 0.05","01/27/2023","obj","JFM"
"MILM8","Yellowstone River at Miles City","46.420772","105.860033","BYZ","MBRFC","Missouri Region","MT","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"MILN4","Passaic River near Millington","40.680000","74.528889","PHI","MARFC","Mid Atlantic Region","NJ","0.13","< 0.05","< 0.05","01/05/2023","obj","JFM"
"MILW2","Shenandoah River at Millville","39.281944","77.789444","LWX","MARFC","Mid Atlantic Region","WV","0.44","0.17","< 0.05","01/05/2023","obj","JFM"
"MILW3","Crawfish River at Milford","43.100000","88.849444","MKX","NCRFC","Upper Mississippi Region","WI","0.15","< 0.05","< 0.05","01/27/2023","obj","JFM"
"MINN8","Souris River at Minot 4NW","48.245833","101.370833","BIS","NCRFC","Souris-Red-Rainy Region","ND","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"MION8","Souris River at Minot-Broadway Bridge","48.238056","101.295833","BIS","NCRFC","Souris-Red-Rainy Region","ND","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"MIWI4","Iowa River at Marshalltown","42.065821","92.907700","DMX","NCRFC","Upper Mississippi Region","IA","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"MKCF1","Myakka River (FL) at Myakka River State Park","27.240278","82.313889","TBW","SERFC","South Atlantic-Gulf Region","FL","0.2277","< 0.05","< 0.05","12/14/2022","obj","DJF"
"MKGO2","Arkansas River near Muskogee","35.769444","95.296944","TSA","ABRFC","Arkansas-White-Red Region","OK","0.0771","< 0.05","< 0.05","01/26/2023","obj","JFM"
"MKHF1","Manatee River (FL) near Myakka Head at SR 64","27.473333","82.211389","TBW","SERFC","South Atlantic-Gulf Region","FL","0.3","< 0.05","< 0.05","12/14/2022","obj","DJF"
"MKLM5","Snake River (NW MN) above Warren","48.209722","96.718056","FGF","NCRFC","Souris-Red-Rainy Region","MN","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"MKRN1","Republican River at McCook","40.187500","100.618056","GLD","MBRFC","Missouri Region","NE","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"MKSM6","Coldwater River at Marks","34.261111","90.266944","MEG","LMRFC","Lower Mississippi Region","MS","0.23","0.14","< 0.05","01/24/2023","obj","JFM"
"MLBA4","Mulberry River (AR) near Mulberry","35.576944","94.015278","TSA","ABRFC","Arkansas-White-Red Region","AR","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"MLGF1","Yellow River (AL) at Milligan","30.752778","86.629167","MOB","SERFC","South Atlantic-Gulf Region","FL","0.2496","0.0686","< 0.05","12/14/2022","obj","DJF"
"MLGG1","Oconee River at Milledgeville","33.089444","83.215556","FFC","SERFC","South Atlantic-Gulf Region","GA","0.7194","0.2038","0.1315","12/14/2022","obj","DJF"
"MLII2","Rock River at Moline","41.462500","90.500000","DVN","NCRFC","Upper Mississippi Region","IL","0.43","0.17","0.07","01/27/2023","obj","JFM"
"MLKW1","Mill Creek (WA) near Walla Walla","46.007916","118.118560","PDT","NWRFC","Pacific Northwest Region","WA","< 0.05","-999.0","-999.0","11/16/2016","obj","NDJ"
"MLNF1","Big Coldwater Creek near Milton","30.708333","86.972222","MOB","SERFC","South Atlantic-Gulf Region","FL","0.3537","< 0.05","< 0.05","12/14/2022","obj","DJF"
"MLRM8","Big Hole River near Melrose","45.526667","112.700833","TFX","MBRFC","Missouri Region","MT","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"MLUL1","Ouachita River at Monroe","32.500278","92.119722","SHV","LMRFC","Lower Mississippi Region","LA","0.72","0.66","0.51","01/24/2023","obj","JFM"
"MLVL1","Atchafalaya River at Melville","30.690556","91.736111","LCH","LMRFC","Lower Mississippi Region","LA","0.367","0.183","0.033","02/19/2014","subj","FMA"
"MMDN6","Genesee River at Mount Morris Dam","42.730556","77.904444","BUF","NERFC","Great Lakes Region","NY","0.022","0.022","0.022","05/05/2015","obj","MJJ"
"MNBA2","at Mendenhall Loop Bridge","58.404167","134.584444","PAJK","APRFC","Alaska Region","AK","<0.05","<0.05","-999","09/04/2014","obj","SON"
"MNDA2","Mendenhall Lake at Lake Level","58.429722","134.572778","PAJK","APRFC","Alaska Region","AK","< 0.05","< 0.05","-999.0","03/01/2020","obj","MAM"
"MNEL1","Bayou Dorcheat at Dixie Inn","32.597400","93.331900","SHV","LMRFC","Arkansas-White-Red Region","LA","0.75","0.24","0.06","01/24/2023","obj","JFM"
"MNGI2","Fox River at Montgomery","41.733550","88.333336","LOT","NCRFC","Upper Mississippi Region","IL","0.09","< 0.05","< 0.05","01/27/2023","obj","JFM"
"MNGN8","Knife River (ND) at Manning","47.236111","102.769444","BIS","MBRFC","Missouri Region","ND","0.14","<0.05","<0.05","1/24/2023","obj","JFM"
"MNJA1","Cahaba River at Marion Junction","32.443889","87.180278","BMX","SERFC","South Atlantic-Gulf Region","AL","0.1576","< 0.05","< 0.05","12/14/2022","obj","DJF"
"MNKM5","Minnesota River at Mankato","44.168889","94.003056","MPX","NCRFC","Upper Mississippi Region","MN","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"MNLM6","West Hobolochitto Creek near McNeill","30.662222","89.686111","LIX","LMRFC","South Atlantic-Gulf Region","MS","0.82","0.47","0.22","01/24/2023","obj","JFM"
"MNSP1","Brodhead Creek at Minisink Hills","40.998611","75.143056","PHI","MARFC","Mid Atlantic Region","PA","< 0.05","< 0.05","< 0.05","01/05/2023","obj","JFM"
"MNTG1","Flint River at GA 26 near Montezuma","32.293056","84.043611","FFC","SERFC","South Atlantic-Gulf Region","GA","0.1389","< 0.05","< 0.05","12/14/2022","obj","DJF"
"MNTI2","Sangamon River at Monticello","40.030867","88.588954","ILX","NCRFC","Upper Mississippi Region","IL","0.68","< 0.05","< 0.05","01/27/2023","obj","JFM"
"MNTM3","Connecticut River at Montague","42.580222","72.574500","BOX","NERFC","New England Region","MA","0.10","0.06","< 0.05","01/23/2023","obj","JFM"
"MNTN1","North Platte River near Minatare","41.788889","103.518889","CYS","MBRFC","Missouri Region","NE","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"MNVN4","Raritan River at Manville","40.555556","74.582778","PHI","MARFC","Mid Atlantic Region","NJ","0.22","0.07","< 0.05","01/05/2023","obj","JFM"
"MOAM5","Snake River (MN) at Mora","45.863900","93.296800","MPX","NCRFC","Upper Mississippi Region","MN","0.11","< 0.05","< 0.05","01/27/2023","obj","JFM"
"MOAM7","Osage River at Mari-Osa Campground","38.493889","92.006944","LSX","MBRFC","Missouri Region","MO","0.18","0.06","<0.05","1/24/2023","obj","JFM"
"MOCG1","Middle Oconee River at US 78 at Athens","33.946667","83.422778","FFC","SERFC","South Atlantic-Gulf Region","GA","< 0.05","< 0.05","< 0.05","12/14/2022","obj","DJF"
"MODS1","Stevens Creek near Modoc","33.729167","82.181944","CAE","SERFC","South Atlantic-Gulf Region","SC","0.2035","0.0993","0.0508","12/14/2022","obj","DJF"
"MOFW2","South Fork South Branch Potomac River near SF Moorefield","39.012222","78.956389","LWX","MARFC","Mid Atlantic Region","WV","< 0.05","< 0.05","< 0.05","01/05/2023","obj","JFM"
"MOLG1","Flint River below Big Branch near Molena","33.047500","84.526389","FFC","SERFC","South Atlantic-Gulf Region","GA","0.0889","< 0.05","< 0.05","12/14/2022","obj","DJF"
"MOLI4","Chariton River near Moulton","40.692517","92.772418","DMX","MBRFC","Missouri Region","IA","0.06","<0.05","<0.05","1/24/2023","obj","JFM"
"MOMI2","Kankakee River at Momence","41.160000","87.668611","LOT","NCRFC","Upper Mississippi Region","IL","0.11","< 0.05","< 0.05","01/27/2023","obj","JFM"
"MONA2","Montana Creek at Parks Highway Bridge","62.105278","150.057500","PAFC","APRFC","Alaska Region","AK","< 0.05","< 0.05","< 0.05","01/01/2023","obj","JFM"
"MONL1","Tickfaw River at Montpelier","30.686111","90.643056","LIX","LMRFC","South Atlantic-Gulf Region","LA","0.35","< 0.05","< 0.05","01/24/2023","obj","JFM"
"MONM4","River Raisin at Monroe City","41.913333","83.385000","DTX","NCRFC","Great Lakes Region","MI","0.16","< 0.05","< 0.05","01/27/2023","obj","JFM"
"MONN7","Deep River near Moncure","35.627222","79.116111","RAH","SERFC","South Atlantic-Gulf Region","NC","0.0967","< 0.05","< 0.05","12/14/2022","obj","DJF"
"MONO3","North Fork John Day River near Monument","44.813758","119.431657","PDT","NWRFC","Pacific Northwest Region","OR","< 0.05","-999.0","-999.0","01/27/2023","obj","JFM"
"MONP1","Towanda Creek at Monroeton","41.706944","76.485000","BGM","MARFC","Mid Atlantic Region","PA","< 0.05","< 0.05","< 0.05","01/05/2023","obj","JFM"
"MONV1","Winooski River at Montpelier","44.256667","72.593889","BTV","NERFC","Mid Atlantic Region","VT","< 0.05","< 0.05","< 0.05","01/23/2023","obj","JFM"
"MOOV1","Mad River near Moretown","44.277222","72.743056","BTV","NERFC","Mid Atlantic Region","VT","0.30","0.10","< 0.05","01/23/2023","obj","JFM"
"MORA4","Arkansas River at Morrilton","35.126944","92.731667","LZK","ABRFC","Arkansas-White-Red Region","AR","0.2023","< 0.05","< 0.05","01/26/2023","obj","JFM"
"MORF1","Hillsborough River (FL) at Morris Bridge","28.098611","82.311389","TBW","SERFC","South Atlantic-Gulf Region","FL","< 0.05","< 0.05","< 0.05","12/14/2022","obj","DJF"
"MORI1","Mores Creek above Robie Creek","43.648056","115.989722","BOI","NWRFC","Pacific Northwest Region","ID","< 0.05","-999.0","-999.0","01/27/2023","obj","JFM"
"MORI2","Illinois River at Morris","41.354583","88.428500","LOT","NCRFC","Upper Mississippi Region","IL","0.20","0.11","0.06","01/27/2023","obj","JFM"
"MORM4","Little Muskegon River at Morley","43.502529","85.342536","GRR","NCRFC","Great Lakes Region","MI","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"MOTM4","St. Joseph River (MI/IN) at Mottville","41.800900","85.756100","IWX","NCRFC","Great Lakes Region","MI","0.09","0.05","< 0.05","01/27/2023","obj","JFM"
"MPLN8","Maple River (ND) near Mapleton (South of I-94)","46.866111","97.106111","FGF","NCRFC","Souris-Red-Rainy Region","ND","0.22","< 0.05","< 0.05","01/27/2023","obj","JFM"
"MPLO3","Siuslaw River near Mapleton","44.063333","123.882778","PQR","NWRFC","Pacific Northwest Region","OR","0.14","0.06","< 0.05","01/27/2023","obj","JFM"
"MPLP1","Juniata River at Mapleton Depot","40.392222","77.935278","CTP","MARFC","Mid Atlantic Region","PA","< 0.05","< 0.05","< 0.05","01/05/2023","obj","JFM"
"MPRM4","Pine River near Midland","43.564444","84.369167","DTX","NCRFC","Great Lakes Region","MI","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"MPSK1","Solomon River at Minneapolis","39.119444","97.711389","TOP","MBRFC","Missouri Region","KS","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"MPTA2","Trail River near Lawing","60.433056","149.373889","PAFC","APRFC","Alaska Region","AK","< 0.05","< 0.05","< 0.05","03/01/2020","obj","MAM"
"MPTM4","Chippewa River below Mt. Pleasant","43.626140","84.707790","GRR","NCRFC","Great Lakes Region","MI","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"MRLI4","Floyd River at Merrill","42.720833","96.240833","FSD","MBRFC","Missouri Region","IA","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"MRML1","Mermentau River at Mermentau","30.190000","92.590556","LCH","LMRFC","Lower Mississippi Region","LA","0.82","0.16","< 0.05","01/24/2023","obj","JFM"
"MRNC1","South Fork Eel River near Miranda","40.182222","123.775000","EKA","CNRFC","California Region","CA","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"MRNN6","Esopus Creek at Mount Marion","42.037778","73.972500","ALY","NERFC","Mid Atlantic Region","NY","0.08","< 0.05","< 0.05","01/23/2023","obj","JFM"
"MROI4","Iowa River at Marengo","41.812726","92.064792","DVN","NCRFC","Upper Mississippi Region","IA","0.25","0.11","< 0.05","01/27/2023","obj","JFM"
"MROW1","Snohomish River near Monroe","47.831111","122.047222","SEW","NWRFC","Pacific Northwest Region","WA","0.10","0.08","0.06","01/27/2023","obj","JFM"
"MRPM4","Maple River at Maple Rapids","43.109755","84.693052","GRR","NCRFC","Great Lakes Region","MI","0.50","< 0.05","< 0.05","01/27/2023","obj","JFM"
"MRRC2","Bear Creek (CO) at Morrison","39.653100","105.195600","BOU","MBRFC","Missouri Region","CO","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"MRRM6","Pascagoula River at Merrill","30.978056","88.726944","MOB","LMRFC","South Atlantic-Gulf Region","MS","0.82","0.36","< 0.05","01/24/2023","obj","JFM"
"MRTP1","Susquehanna River at Marietta","40.054444","76.531111","CTP","MARFC","Mid Atlantic Region","PA","0.32","0.09","< 0.05","01/05/2023","obj","JFM"
"MRYK1","Big Blue River at Marysville","39.841944","96.661944","TOP","MBRFC","Missouri Region","KS","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"MSBM8","Musselshell River near Mosby","46.994690","107.889164","GGW","MBRFC","Missouri Region","MT","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"MSCK1","Delaware River (KS) near Muscotah","39.521389","95.532500","EAX","MBRFC","Missouri Region","KS","0.23","0.14","<0.05","1/24/2023","obj","JFM"
"MSCM5","Mississippi River at Minnesota City","44.161600","91.811600","ARX","NCRFC","Upper Mississippi Region","MN","0.11","< 0.05","< 0.05","01/27/2023","obj","JFM"
"MSHM5","Redwood River at Marshall","44.430278","95.829444","FSD","NCRFC","Upper Mississippi Region","MN","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"MSNA4","St. Francis River at Madison","35.013056","90.719167","MEG","LMRFC","Lower Mississippi Region","AR","0.14","0.09","< 0.05","01/24/2023","obj","JFM"
"MSPM5","Mississippi River at Fridley abv 37th Ave NE","45.043300","93.279400","MPX","NCRFC","Upper Mississippi Region","MN","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"MTCM4","Clinton River at Mount Clemens","42.595833","82.909722","DTX","NCRFC","Great Lakes Region","MI","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"MTCM6","Pearl River near Monticello","31.553330","90.088050","JAN","LMRFC","South Atlantic-Gulf Region","MS","0.84","0.73","< 0.05","01/24/2023","obj","JFM"
"MTCV2","Appomattox River at Matoaca","37.225000","77.475556","AKQ","MARFC","Mid Atlantic Region","VA","0.18","< 0.05","< 0.05","01/05/2023","obj","JFM"
"MTGN4","Delaware River at Montague","41.309167","74.795556","BGM","MARFC","Mid Atlantic Region","NJ","< 0.05","< 0.05","< 0.05","01/05/2023","obj","JFM"
"MTHN8","Little Missouri River at Marmarth","46.297778","103.917500","BIS","MBRFC","Missouri Region","ND","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"MTLP1","Swatara Creek at Middletown","40.192500","76.728333","CTP","MARFC","Mid Atlantic Region","PA","0.61","0.09","< 0.05","01/05/2023","obj","JFM"
