lid,name,lat,lon,wfo,rfc,wrr,state,minor,moderate,major,code,date_produced,obj_or_subj,interval
MRYK1,Big Blue River at Marysville,39.84222222,-96.66083333,TOP,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,2/21/2023,obj,FMA
MSBM8,Musselshell River near Mosby,46.99470000,-107.88830000,GGW,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/21/2023,obj,FMA
MSCK1,Delaware River (KS) near Muscotah,39.52138889,-95.53250000,EAX,MBRFC,Missouri Region,KS,0.29,0.21,0.05,1,2/21/2023,obj,FMA
MTHN8,Little Missouri River at Marmarth,46.29777778,-103.91800000,BIS,MBRFC,Missouri Region,ND,0.05,0.05,0.05,1,2/21/2023,obj,FMA
MTRK1,Smoky Hill River near Mentor,38.71111111,-97.57138889,ICT,MBRFC,Missouri Region,KS,0.06,0.05,0.05,1,2/21/2023,obj,FMA
MTVS2,Firesteel Creek near Mt. Vernon,43.77638889,-98.24555556,FSD,MBRFC,Missouri Region,SD,0.23,0.09,0.06,1,2/21/2023,obj,FMA
MUSM8,Musselshell River at Musselshell,46.51666667,-108.10000000,BYZ,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/21/2023,obj,FMA
MWCK1,Wildcat Creek at Manhattan Scenic Drive,39.18833333,-96.64250000,TOP,MBRFC,Missouri Region,KS,0.13,0.07,0.05,1,2/21/2023,obj,FMA
MYVM7,102 River at Maryville,40.34583333,-94.83416667,EAX,MBRFC,Missouri Region,MO,0.06,0.05,0.05,1,2/21/2023,obj,FMA
NAPM7,Missouri River at Napoleon,39.13305556,-94.06388889,EAX,MBRFC,Missouri Region,MO,0.56,0.11,0.06,2,2/21/2023,obj,FMA
NBDN1,Platte River at North Bend,41.45305556,-96.77583333,OAX,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/21/2023,obj,FMA
NCMK1,Smoky Hill River near New Cambria,38.86361111,-97.48277778,ICT,MBRFC,Missouri Region,KS,0.14,0.08,0.05,1,2/21/2023,obj,FMA
NCRK1,Sappa Creek near Norcatur,40.00138889,-99.99166667,GLD,MBRFC,Missouri Region,KS,0.06,0.05,0.05,1,2/21/2023,obj,FMA
NEBN1,Missouri River at Nebraska City,40.69860000,-95.88660000,OAX,MBRFC,Missouri Region,NE,0.42,0.11,0.05,1,2/21/2023,obj,FMA
NFKN1,Elkhorn River at Norfolk,42.00388889,-97.42527778,OAX,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/21/2023,obj,FMA
NFSW4,North Fork Shoshone River at Wapiti,44.46972222,-109.42972222,RIW,MBRFC,Missouri Region,WY,0.05,0.05,0.05,1,2/21/2023,obj,FMA
NGTC2,North Platte River near Northgate,40.93666667,-106.33916667,BOU,MBRFC,Missouri Region,CO,0.05,0.05,0.05,1,2/21/2023,obj,FMA
NKRN1,Maple Creek near Nickerson,41.56083333,-96.54083333,OAX,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/21/2023,obj,FMA
NLIN1,Elkhorn River at Neligh,42.12305556,-98.04361111,OAX,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/21/2023,obj,FMA
NLSK1,Solomon River at Niles,38.96888889,-97.47611111,TOP,MBRFC,Missouri Region,KS,0.25,0.05,0.05,1,2/21/2023,obj,FMA
NPSN1,South Platte River at North Platte,41.11805556,-100.77277778,LBF,MBRFC,Missouri Region,NE,0.08,0.07,0.07,1,2/21/2023,obj,FMA
NPTN1,North Platte River at North Platte,41.15444444,-100.75888889,LBF,MBRFC,Missouri Region,NE,0.06,0.06,0.05,1,2/21/2023,obj,FMA
NSHM8,Milk River at Nashua,48.13000000,-106.36388889,GGW,MBRFC,Missouri Region,MT,0.08,0.05,0.05,1,2/21/2023,obj,FMA
NVDM7,Marmaton River near Nevada,37.86194444,-94.39916667,SGF,MBRFC,Missouri Region,MO,0.60,0.28,0.11,2,2/21/2023,obj,FMA
NVZM7,Chariton River near Novinger,40.23472222,-92.68722222,EAX,MBRFC,Missouri Region,MO,0.30,0.21,0.10,1,2/21/2023,obj,FMA
OACS2,White River near Oacoma,43.74833333,-99.55611111,UNR,MBRFC,Missouri Region,SD,0.66,0.09,0.05,2,2/21/2023,obj,FMA
OBNK1,Sappa Creek near Oberlin,39.81305556,-100.53388889,GLD,MBRFC,Missouri Region,KS,0.12,0.05,0.05,1,2/21/2023,obj,FMA
OKYK1,Smoky Hill River near Oakley,38.78527778,-100.87388889,GLD,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,2/21/2023,obj,FMA
OMHN1,Missouri River at Omaha,41.25888889,-95.92222222,OAX,MBRFC,Missouri Region,NE,0.15,0.05,0.05,1,2/21/2023,obj,FMA
ORIW4,North Platte River near Orin,42.65277778,-105.15888889,CYS,MBRFC,Missouri Region,WY,0.05,0.05,0.05,1,2/21/2023,obj,FMA
ORNN1,Republican River near Orleans,40.13138889,-99.50000000,GID,MBRFC,Missouri Region,NE,0.14,0.06,0.05,1,2/21/2023,obj,FMA
OSBK1,S F Solomon River near Osborne,39.45000000,-98.70010000,GID,MBRFC,Missouri Region,KS,0.12,0.05,0.05,1,2/21/2023,obj,FMA
OSMK1,Marais Des Cygnes River at Osawatomie,38.50333333,-94.96000000,EAX,MBRFC,Missouri Region,KS,0.43,0.05,0.05,1,2/21/2023,obj,FMA
OTTM7,Lamine River near Otterville,38.70220000,-92.97890000,EAX,MBRFC,Missouri Region,MO,0.62,0.48,0.09,2,2/21/2023,obj,FMA
OTWK1,Marais Des Cygnes River at Ottawa,38.61670000,-95.26670000,TOP,MBRFC,Missouri Region,KS,0.36,0.08,0.05,1,2/21/2023,obj,FMA
OVTN1,Platte River near Overton,40.74555556,-99.59000000,GID,MBRFC,Missouri Region,NE,0.12,0.05,0.05,1,2/21/2023,obj,FMA
PALN1,Frenchman Creek (NE) at Palisade,40.34916667,-101.10861111,LBF,MBRFC,Missouri Region,NE,0.07,0.05,0.05,1,2/21/2023,obj,FMA
PASN1,Stinking Water Creek at Palisade,40.36944444,-101.11388889,LBF,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/21/2023,obj,FMA
PATM7,Grand River near Pattonsburg,40.02555556,-94.12694444,EAX,MBRFC,Missouri Region,MO,0.59,0.41,0.26,2,2/21/2023,obj,FMA
PGEN8,Pipestem Creek near Pingree,47.16750000,-98.96861111,BIS,MBRFC,Missouri Region,ND,0.05,0.05,0.05,1,2/21/2023,obj,FMA
PKRS2,West Fork Vermillion River near Parker,43.41555556,-97.20500000,FSD,MBRFC,Missouri Region,SD,0.20,0.11,0.05,1,2/21/2023,obj,FMA
PKVM7,Missouri River above Parkville,39.19138889,-94.76972222,EAX,MBRFC,Missouri Region,MO,0.12,0.06,0.05,1,2/21/2023,obj,FMA
PLCM7,Platte River near Platte City,39.36888889,-94.78638889,EAX,MBRFC,Missouri Region,MO,0.40,0.12,0.06,1,2/21/2023,obj,FMA
PLGN1,Elkhorn River at Pilger,41.99500000,-97.05861111,OAX,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/21/2023,obj,FMA
PLNS2,Cheyenne River near Plainview,44.52944444,-101.92972222,UNR,MBRFC,Missouri Region,SD,0.12,0.08,0.07,1,2/21/2023,obj,FMA
PLRM8,Poplar River near Poplar,48.11777778,-105.19277778,GGW,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/21/2023,obj,FMA
POUC2,Cache La Poudre River (CO) at Fort Collins,40.58805556,-105.09222222,BOU,MBRFC,Missouri Region,CO,0.05,0.05,0.05,1,2/21/2023,obj,FMA
PRCN1,North Fork Elkhorn River near Pierce,42.18333333,-97.48333333,OAX,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/21/2023,obj,FMA
PRIM7,Chariton River near Prairie Hill,39.54000000,-92.79083333,EAX,MBRFC,Missouri Region,MO,0.68,0.27,0.10,2,2/21/2023,obj,FMA
PRMI4,South Fork Chariton River near Promise City,40.79361111,-93.14083333,DMX,MBRFC,Missouri Region,IA,0.05,0.05,0.05,1,2/21/2023,obj,FMA
PSGI4,Soldier River at Pisgah,41.83055556,-95.93111111,OAX,MBRFC,Missouri Region,IA,0.05,0.05,0.05,1,2/21/2023,obj,FMA
PTIK1,N F Solomon River at Portis,39.55500000,-98.69194444,GID,MBRFC,Missouri Region,KS,0.15,0.10,0.05,1,2/21/2023,obj,FMA
PTMN1,Missouri River at Plattsmouth,41.00000000,-95.86800000,OAX,MBRFC,Missouri Region,NE,0.24,0.05,0.05,1,2/21/2023,obj,FMA
PXCK1,Mill Creek (PXCK1) at Paxico,39.06222222,-96.18111111,TOP,MBRFC,Missouri Region,KS,0.28,0.05,0.05,1,2/21/2023,obj,FMA
QNMK1,Marais Des Cygnes River near Quenemo,38.54666667,-95.52722222,TOP,MBRFC,Missouri Region,KS,0.45,0.20,0.05,1,2/21/2023,obj,FMA
RAPI4,Rock River at Rock Rapids,43.42305556,-96.16472222,FSD,MBRFC,Missouri Region,IA,0.29,0.12,0.05,1,2/21/2023,obj,FMA
RBXM7,Roubidoux Creek near Waynesville,37.79194444,-92.18333000,SGF,MBRFC,Missouri Region,MO,0.49,0.09,0.05,1,2/21/2023,obj,FMA
RDNK1,Marais Des Cygnes River near Reading,38.56666667,-95.96388889,TOP,MBRFC,Missouri Region,KS,0.44,0.42,0.05,1,2/21/2023,obj,FMA
RDOI4,East Nishnabotna River at Red Oak,41.00861111,-95.24138889,OAX,MBRFC,Missouri Region,IA,0.24,0.09,0.05,1,2/21/2023,obj,FMA
RDPI4,West Nishnabotna River near Randolph,40.87305556,-95.58000000,OAX,MBRFC,Missouri Region,IA,0.40,0.11,0.05,1,2/21/2023,obj,FMA
RDPK1,Fancy Creek at Randolph,39.47222222,-96.83222222,TOP,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,2/21/2023,obj,FMA
REGN8,Cannonball River at Regent,46.42000000,-102.56111111,BIS,MBRFC,Missouri Region,ND,0.05,0.05,0.05,1,2/21/2023,obj,FMA
RFDS2,James River near Redfield,44.91055556,-98.47166667,ABR,MBRFC,Missouri Region,SD,0.21,0.19,0.17,1,2/21/2023,obj,FMA
RICM7,Crooked River near Richmond,39.33277778,-93.98000000,EAX,MBRFC,Missouri Region,MO,0.80,0.74,0.05,3,2/21/2023,obj,FMA
RIFM7,Gasconade River near Rich Fountain,38.38888889,-91.82083333,LSX,MBRFC,Missouri Region,MO,0.37,0.25,0.10,1,2/21/2023,obj,FMA
RKVI4,Rock River at Rock Valley,43.20470000,-96.30560000,FSD,MBRFC,Missouri Region,IA,0.06,0.05,0.05,1,2/21/2023,obj,FMA
RLGN8,Cedar Creek (ND) near Raleigh,46.09277778,-101.33361111,BIS,MBRFC,Missouri Region,ND,0.05,0.05,0.05,1,2/21/2023,obj,FMA
ROCN1,Salt Creek at Roca,40.65777778,-96.66527778,OAX,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/21/2023,obj,FMA
RSDM7,102 River at Rosendale,40.04555556,-94.82888889,EAX,MBRFC,Missouri Region,MO,0.10,0.10,0.05,1,2/21/2023,obj,FMA
RSLK1,Smoky Hill River below Russell,38.77666667,-98.85444444,ICT,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,2/21/2023,obj,FMA
RSON1,South Platte River at Roscoe,41.12611111,-101.57666667,LBF,MBRFC,Missouri Region,NE,0.11,0.08,0.07,1,2/21/2023,obj,FMA
RSSK1,Cross Creek (KS) at Rossville,39.13888889,-95.95527778,TOP,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,2/21/2023,obj,FMA
RULN1,Missouri River at Rulo,40.05361111,-95.42194444,OAX,MBRFC,Missouri Region,NE,0.35,0.15,0.05,1,2/21/2023,obj,FMA
RUPM8,Musselshell River near Roundup,46.42805556,-108.57194444,BYZ,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/21/2023,obj,FMA
RUSK1,Saline River (KS) near Russell,38.96583333,-98.85416667,ICT,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,2/21/2023,obj,FMA
RVNN1,South Loup River at Ravenna,41.03333000,-98.91670000,GID,MBRFC,Missouri Region,NE,0.29,0.07,0.05,1,2/21/2023,obj,FMA
RVRN1,Republican River at Riverton,40.08750000,-98.75972222,GID,MBRFC,Missouri Region,NE,0.06,0.05,0.05,1,2/21/2023,obj,FMA
RVTW4,Little Wind River near Riverton,42.99750000,-108.36916667,RIW,MBRFC,Missouri Region,WY,0.05,0.05,0.05,1,2/21/2023,obj,FMA
SACM8,Milk River near Saco,48.50805556,-107.21861111,GGW,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/21/2023,obj,FMA
SBFS2,Belle Fourche River near Sturgis,44.51305556,-103.13638889,UNR,MBRFC,Missouri Region,SD,0.08,0.05,0.05,1,2/21/2023,obj,FMA
SCLM7,Missouri River at St. Charles,38.78330000,-90.46670000,LSX,MBRFC,Missouri Region,MO,0.51,0.19,0.08,2,2/21/2023,obj,FMA
SCOS2,James River near Scotland,43.18583333,-97.63527778,FSD,MBRFC,Missouri Region,SD,0.32,0.30,0.23,1,2/21/2023,obj,FMA
SCSK1,Smoky Hill River below Schoenchen,38.71277778,-99.29250000,DDC,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,2/21/2023,obj,FMA
SCZM7,Osage River near Schell City,38.05583333,-94.14555556,SGF,MBRFC,Missouri Region,MO,0.39,0.22,0.05,1,2/21/2023,obj,FMA
SFDS2,James River near Stratford,45.24166667,-98.39111111,ABR,MBRFC,Missouri Region,SD,0.63,0.31,0.16,2,2/21/2023,obj,FMA
SFLS2,Big Sioux River at Sioux Falls I-90,43.61000000,-96.74444444,FSD,MBRFC,Missouri Region,SD,0.36,0.09,0.05,1,2/21/2023,obj,FMA
SHAM8,Musselshell River near Shawmut,46.31861111,-109.45972222,BYZ,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/21/2023,obj,FMA
SHBW4,Goose Creek at Sheridan,44.82250000,-106.96277778,BYZ,MBRFC,Missouri Region,WY,0.05,0.05,0.05,1,2/21/2023,obj,FMA
SHLI4,Floyd River at Sheldon,43.19500000,-95.84944444,FSD,MBRFC,Missouri Region,IA,0.05,0.05,0.05,1,2/21/2023,obj,FMA
SHLM8,Marias River near Shelby,48.42722222,-111.88972222,TFX,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/21/2023,obj,FMA
SHRC2,Bear Creek (CO) at Sheridan,39.65190000,-105.03300000,BOU,MBRFC,Missouri Region,CO,0.05,0.05,0.05,1,2/21/2023,obj,FMA
SIDM8,Yellowstone River near Sidney,47.67805556,-104.15638889,GGW,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/21/2023,obj,FMA
SIFS2,Skunk Creek at Sioux Falls,43.53361111,-96.79055556,FSD,MBRFC,Missouri Region,SD,0.13,0.05,0.05,1,2/21/2023,obj,FMA
